"nom","id_escalier","type_esc","nb_marche","rampe","etage","etage","transport","compatibilite_pmr","localisation"
"Madeleine ",1600922,"EF",11,"OUI",-5,,,,"POINT (1650537.1178968924 8185817.816594185)"
"Madeleine ",1600911,"EF",0,"NON",-2,,,,"POINT (1650592.2526412702 8185729.695425799)"
"Madeleine ",1600935,"EF",16,"NON",-1,,,,"POINT (1650496.8796461169 8185817.778796649)"
"Madeleine ",1600912,"EF",16,"NON",-1,,,,"POINT (1650497.04852998 8185811.786029963)"
"Madeleine ",1600963,"EM",0,"NON",-5,,,,"POINT (1650528.3691324408 8185821.839732794)"
"Madeleine ",1600930,"EM",0,"NON",-5,,,,"POINT (1650529.1908021462 8185820.28069019)"
"Madeleine ",1600927,"EM",0,"NON",-5,,,,"POINT (1650527.7701585805 8185823.5586080775)"
"Madeleine ",1600926,"EM",0,"NON",-5,,,,"POINT (1650528.083237279 8185825.868420257)"
"Madeleine ",1600968,"EF",20,"NON",-6,,,,"POINT (1650611.5492673288 8185817.924817645)"
"Madeleine ",1600909,"EF",20,"NON",-6,,,,"POINT (1650631.1356662656 8185807.757086471)"
"Madeleine ",1600966,"EF",0,"OUI",-1,,,,"POINT (1650535.5992266391 8185816.241831225)"
"Madeleine ",1600928,"EF",17,"OUI",-1,,,,"POINT (1650531.7053588626 8185814.937770099)"
"Madeleine ",1600972,"EF",0,"OUI",-1,,,,"POINT (1650529.9262028008 8185832.759218642)"
"Madeleine ",1600914,"EF",0,"OUI",-1,,,,"POINT (1650523.6388209446 8185830.221576612)"
"Madeleine ",1600924,"EF",12,"OUI",-5,,,,"POINT (1650523.0833700062 8185829.746258611)"
"Madeleine ",1600946,"EF",11,"OUI",-5,,,,"POINT (1650531.9314090207 8185832.510309592)"
"Madeleine ",1600970,"EF",0,"OUI",-4,,,,"POINT (1650535.9902607286 8185816.475400899)"
"Madeleine ",1600964,"EF",23,"OUI",-4,,,,"POINT (1650497.5692970757 8185804.650714133)"
"Madeleine ",1600971,"EF",16,"OUI",-4,,,,"POINT (1650537.3091857007 8185817.929388819)"
"Madeleine ",1600943,"EF",23,"OUI",-4,,,,"POINT (1650497.7756124812 8185797.391910857)"
"Madeleine ",1600940,"EF",16,"OUI",-4,,,,"POINT (1650532.314588523 8185832.455441774)"
"Madeleine ",1600931,"EM",0,"OUI",-4,,,,"POINT (1650495.8850453075 8185801.117680529)"
"Madeleine ",1600923,"EF",0,"OUI",-4,,,,"POINT (1650530.4082520811 8185832.782148618)"
"Madeleine ",1600950,"EF",12,"OUI",-4,,,,"POINT (1650528.3927314223 8185814.383470202)"
"Madeleine ",1600974,"EF",12,"OUI",-4,,,,"POINT (1650523.083572057 8185829.750440329)"
"Madeleine ",1600925,"EF",25,"NON",-6,,,,"POINT (1650557.6126578047 8185822.719011562)"
"Madeleine ",1600975,"EM",0,"NON",-6,,,,"POINT (1650580.6670010341 8185827.525604126)"
"Madeleine ",1600918,"EM",0,"OUI",-6,,,,"POINT (1650574.7546148992 8185830.530652744)"
"Madeleine ",1600977,"EM",0,"NON",-6,,,,"POINT (1650605.6456054812 8185776.626702925)"
"Madeleine ",1600967,"EF",22,"OUI",-6,,,,"POINT (1650607.0550193575 8185773.764908762)"
"Madeleine ",1600965,"EM",0,"OUI",-6,,,,"POINT (1650609.7663157007 8185775.628185938)"
"Madeleine ",1600933,"EF",0,"OUI",-6,,,,"POINT (1650608.3786783218 8185778.446236011)"
"Madeleine ",1600969,"EF",11,"OUI",-5,,,,"POINT (1650537.0191210979 8185817.584348474)"
"Madeleine ",1600952,"EF",12,"OUI",-5,,,,"POINT (1650528.3927314223 8185814.383470202)"
"Madeleine ",1600955,"EM",0,"NON",-6,,,,"POINT (1650533.223590961 8185827.570619601)"
"Madeleine ",1600937,"EM",0,"NON",-6,,,,"POINT (1650535.0534405988 8185822.4071726445)"
"Madeleine ",1600910,"EF",25,"NON",-7,,,,"POINT (1650564.3719804536 8185835.465486462)"
"Madeleine ",1600953,"EM",0,"NON",-7,,,,"POINT (1650598.5513076182 8185793.287737141)"
"Madeleine ",1600951,"EF",0,"NON",-7,,,,"POINT (1650619.2079803897 8185785.475945288)"
"Madeleine ",1600938,"EF",20,"NON",-7,,,,"POINT (1650599.474912841 8185795.061883295)"
"Madeleine ",1600917,"EM",0,"NON",-7,,,,"POINT (1650618.5777208987 8185784.238347453)"
"Madeleine ",1600936,"EF",25,"NON",-6,,,,"POINT (1650567.3126135801 8185817.111111005)"
"Madeleine ",1600959,"EF",12,"NON",-7,,,,"POINT (1650564.1276571667 8185834.639930431)"
"Madeleine ",1597869,"EF",8,"NON",-1,,,,"POINT (1650519.9719437768 8185691.479921609)"
"Madeleine ",1597854,"EF",0,"OUI",-1,,,,"POINT (1650496.3265244206 8185738.12921737)"
"Madeleine ",1597835,"EF",0,"OUI",-1,,,,"POINT (1650497.7804125918 8185739.665673042)"
"Madeleine ",1600958,"EF",9,"NON",-1,,,,"POINT (1650588.6060323704 8185711.536569853)"
"Madeleine ",1600929,"EF",9,"NON",-1,,,,"POINT (1650596.956729505 8185713.70705638)"
"Madeleine ",1600973,"EM",0,"NON",-1,,,,"POINT (1650534.8302737896 8185823.889125644)"
"Madeleine ",1600939,"EM",0,"NON",-1,,,,"POINT (1650535.08986097 8185822.282753082)"
"Madeleine ",1600919,"EM",0,"NON",-1,,,,"POINT (1650534.146213906 8185825.857380888)"
"Madeleine ",1600978,"EM",0,"NON",-1,,,,"POINT (1650533.559745385 8185827.579129046)"
"Madeleine ",1600920,"EF",22,"NON",0,,,,"POINT (1650615.89963329 8185745.050713381)"
"Madeleine ",1600906,"EF",,"NON",-7,,,,"POINT (1650658.3132994645 8185774.223223309)"
"Madeleine ",1600905,"EF",,"OUI",-7,,,,"POINT (1650661.8611164384 8185781.057185499)"
"Madeleine ",1597845,"EF",21,"OUI",0,,,,"POINT (1650514.5987967725 8185693.4307028605)"
"Madeleine ",1597868,"EM",0,"NON",0,,,,"POINT (1650525.639846795 8185696.636766458)"
"Madeleine ",1597867,"EF",20,"OUI",0,,,,"POINT (1650503.6631286312 8185729.173920429)"
"Madeleine ",1600960,"EF",0,"OUI",0,,,,"POINT (1650528.494882134 8185788.511465003)"
"Madeleine ",1600941,"EF",24,"OUI",0,,,,"POINT (1650530.045879639 8185791.591487095)"
"Madeleine ",1600962,"EF",0,"NON",0,,,,"POINT (1650509.7869067655 8185867.144531509)"
"Madeleine ",1600947,"EF",23,"NON",0,,,,"POINT (1650515.4987638583 8185878.948940468)"
"Madeleine ",1600945,"EF",25,"NON",0,,,,"POINT (1650511.3499000422 8185870.379544039)"
"Madeleine ",1600944,"EF",0,"NON",0,,,,"POINT (1650517.0087256324 8185882.06780899)"
"Madeleine ",1600948,"EF",22,"NON",0,,,,"POINT (1650500.4082771442 8185889.060634854)"
"Tuileries",1861094,"EF",17,"OUI",-1,,,,"POINT (1650861.7447562618 8185138.570731174)"
"Tuileries",1861095,"EF",19,"OUI",0,,,,"POINT (1650864.8116106503 8185120.583349172)"
"Tuileries",1861097,"EF",19,"OUI",0,,,,"POINT (1650852.0063776094 8185126.949090789)"
"Nationale",1679796,"EM",0,"OUI",2,2,"M","Non","POINT (1653216.1903000106 8181648.919900939)"
"Nationale",1679795,"EF",15,"OUI",1,,,,"POINT (1653188.9606414046 8181623.11670493)"
"Nationale",1679791,"EF",18,"OUI",1,,,,"POINT (1653194.3866684427 8181625.913910189)"
"Nationale",1679797,"EF",15,"OUI",1,,,,"POINT (1653178.5012565649 8181627.002079377)"
"Nationale",1679794,"EF",18,"OUI",1,,,,"POINT (1653185.6259090703 8181630.585382474)"
"Nationale",1679792,"EF",15,"OUI",1,,,,"POINT (1653184.082934062 8181632.72229301)"
"Nationale",1679798,"EF",18,"OUI",1,,,,"POINT (1653189.5631036859 8181635.435251759)"
"Nationale",1679793,"EM",0,"OUI",2,2,"M","Non","POINT (1653221.1500000064 8181639.402400937)"
"Esplanade de la Défense",1441681,"EF",,"NON",0,,,,"POINT (1645053.512286641 8187791.811175502)"
"Esplanade de la Défense",1441696,"EF",13,"OUI",0,,,,"POINT (1644992.5853791717 8187865.537279076)"
"Esplanade de la Défense",1441693,"EF",22,"OUI",0,,,,"POINT (1645028.830765333 8187813.018816896)"
"Esplanade de la Défense",1441692,"EF",22,"OUI",0,,,,"POINT (1645040.032421991 8187807.609962384)"
"Esplanade de la Défense",1441694,"EF",0,"NON",-2,,,,"POINT (1645075.5065234762 8187790.294829282)"
"Esplanade de la Défense",1441686,"EF",0,"NON",-2,,,,"POINT (1644975.338369058 8187841.8243997535)"
"Esplanade de la Défense",1441689,"EF",0,"OUI",-2,,,,"POINT (1644976.5331165597 8187835.119338315)"
"Esplanade de la Défense",1441687,"EF",16,"OUI",0,,,,"POINT (1644972.4585912183 8187870.009736852)"
"Esplanade de la Défense",1441685,"EM",,"NON",0,,,,"POINT (1644965.6386335285 8187862.021085684)"
"Esplanade de la Défense",1441684,"EM",,"NON",0,,,,"POINT (1644970.228600012 8187859.702150923)"
"Esplanade de la Défense",1441683,"EM",,"NON",0,,,,"POINT (1644971.3012000115 8187873.468900922)"
"Esplanade de la Défense",1441682,"EM",,"NON",0,,,,"POINT (1644976.3552154833 8187871.036199593)"
"Esplanade de la Défense",1441680,"EM",,"OUI",0,,,,"POINT (1644970.9511244982 8187866.481272796)"
"Esplanade de la Défense",1441690,"EF",16,"NON",0,,,,"POINT (1644969.7515133922 8187864.536850986)"
"Fontenay-sous-Bois",1449977,"EF",14,"OUI",-2,,,,"POINT (1660682.2039434419 8182747.579839248)"
"Fontenay-sous-Bois",1449966,"EM",0,"OUI",-2,0,"R","Non","POINT (1660690.397600009 8182746.375400936)"
"Fontenay-sous-Bois",1449962,"EF",19,"OUI",-2,,,,"POINT (1660687.8892649834 8182744.146053214)"
"Fontenay-sous-Bois",1449980,"EF",21,"OUI",-2,,,,"POINT (1660699.0732751912 8182736.0431628795)"
"Fontenay-sous-Bois",1449971,"EF",12,"OUI",-2,,,,"POINT (1660700.0652031112 8182744.300400103)"
"Fontenay-sous-Bois",1449975,"EF",13,"OUI",-2,,,,"POINT (1660678.692441467 8182726.972586338)"
"Fontenay-sous-Bois",1449972,"EF",14,"OUI",-2,,,,"POINT (1660685.381700494 8182722.651168498)"
"Fontenay-sous-Bois",1449970,"EF",7,"OUI",-2,,,,"POINT (1660689.905574372 8182722.300183564)"
"Fontenay-sous-Bois",1449973,"EF",15,"OUI",-2,,,,"POINT (1660544.4137095036 8182818.64088188)"
"Fontenay-sous-Bois",1449969,"EF",15,"OUI",-2,,,,"POINT (1660549.0622500048 8182816.543414432)"
"Fontenay-sous-Bois",1449964,"EF",17,"OUI",-1,,,,"POINT (1660678.194850026 8182727.288694733)"
"Fontenay-sous-Bois",1449965,"EF",17,"OUI",-1,,,,"POINT (1660669.3806638322 8182732.628761534)"
"Fontenay-sous-Bois",1449981,"EF",7,"NON",-2,,,,"POINT (1660542.4177707904 8182799.824032565)"
"Fontenay-sous-Bois",1449967,"EF",24,"NON",-2,,,,"POINT (1660537.5684043097 8182802.011999813)"
"Fontenay-sous-Bois",1449979,"EF",8,"NON",0,,,,"POINT (1660549.1495833576 8182824.160049652)"
"Fontenay-sous-Bois",1449978,"EF",0,"NON",0,,,,"POINT (1660733.1824975586 8182713.771997311)"
"Fontenay-sous-Bois",1449976,"EF",9,"NON",0,,,,"POINT (1660690.801952973 8182743.689020656)"
"Fontenay-sous-Bois",1449974,"EF",0,"NON",0,,,,"POINT (1660537.2951640033 8182802.135376441)"
"Fontenay-sous-Bois",1449959,"EF",,"NON",0,,,,"POINT (1660669.1315506136 8182743.839650505)"
"Fontenay-sous-Bois",1449955,"EF",11,"NON",0,,,,"POINT (1660600.1887382928 8182813.44750429)"
"Fontenay-sous-Bois",1449958,"EF",,"NON",0,,,,"POINT (1660689.2193410292 8182745.33192733)"
"Fontenay-sous-Bois",1449957,"EF",8,"NON",0,,,,"POINT (1660589.1760848823 8182812.39779003)"
"Fontenay-sous-Bois",1449956,"EF",6,"NON",0,,,,"POINT (1660608.0772280155 8182799.627506181)"
"Garibaldi",100090882,"EF",5,"OUI",-1,,,,"POINT (1651017.4939942828 8189773.643392579)"
"Fontenay-sous-Bois",1449968,"EF",0,"OUI",-2,,,,"POINT (1660551.11311235 8182815.618025108)"
"Fontenay-sous-Bois",1449961,"EF",7,"OUI",-2,,,,"POINT (1660733.8966339433 8182706.646609802)"
"Boissière",100031094,"EF",19,"NON",0,,,,"POINT (1647930.7353086565 8185447.446649825)"
"Fontenay-sous-Bois",1449963,"EF",0,"NON",-2,,,,"POINT (1660543.3110319185 8182799.421007809)"
"Fontenay-sous-Bois",1449960,"EF",7,"OUI",-2,,,,"POINT (1660729.605739272 8182698.885865283)"
"Fontenay-sous-Bois",1449954,"EF",,"NON",0,,,,"POINT (1660704.441868479 8182707.05344307)"
"Fontenay-sous-Bois",1449953,"EF",,"OUI",0,,,,"POINT (1660663.8005487176 8182732.206926442)"
"Belleville",1310746,"EF",5,"OUI",-1,,,,"POINT (1654280.1044805108 8185975.31786509)"
"Belleville",1310752,"EF",14,"NON",-1,,,,"POINT (1654237.5517742967 8185901.09926601)"
"Belleville",1310743,"EF",17,"NON",-1,,,,"POINT (1654241.3200628636 8185897.0251740385)"
"Belleville",1310742,"EF",23,"NON",-1,,,,"POINT (1654204.4366382596 8185914.115258097)"
"Belleville",1310730,"EF",14,"OUI",-1,,,,"POINT (1654265.7556283656 8186013.936919785)"
"Belleville",1310717,"EM",,"NON",-1,,,,"POINT (1654296.7217499984 8185982.264550948)"
"Belleville",1310724,"EM",0,"OUI",-1,-1,"M","Non","POINT (1654297.8379000055 8185978.773700928)"
"Belleville",1310718,"EM",,"NON",-1,,,,"POINT (1654296.0623183218 8185982.075027756)"
"Belleville",1310737,"EF",5,"OUI",-2,,,,"POINT (1654274.7984422422 8185997.660832073)"
"Belleville",1310735,"EF",19,"OUI",-2,,,,"POINT (1654257.213261278 8186005.045850866)"
"Belleville",1310736,"EF",18,"OUI",-1,,,,"POINT (1654285.8890555806 8185985.727896206)"
"Belleville",1310732,"EF",7,"OUI",-1,,,,"POINT (1654291.585120328 8185977.06483315)"
"Belleville",1310745,"EF",0,"OUI",-3,,,,"POINT (1654299.5710611022 8185941.896230744)"
"Belleville",1310728,"EF",17,"OUI",-3,,,,"POINT (1654284.865434031 8185964.055574605)"
"Belleville",1310749,"EF",5,"NON",-3,,,,"POINT (1654255.316409384 8186040.030329216)"
"Belleville",1310744,"EF",7,"NON",-3,,,,"POINT (1654256.2606916702 8186037.091733286)"
"Belleville",1310726,"EF",10,"OUI",-3,,,,"POINT (1654262.80111176 8186021.586119243)"
"Belleville",1310733,"EF",20,"OUI",-3,,,,"POINT (1654260.4005007234 8186028.377501824)"
"Belleville",1310751,"EF",23,"OUI",-3,,,,"POINT (1654243.576318327 8186022.82284183)"
"Belleville",1310727,"EF",7,"OUI",-3,,,,"POINT (1654246.9610800587 8186018.178104732)"
"Belleville",1310750,"EF",7,"OUI",-3,,,,"POINT (1654241.065604041 8186028.101204538)"
"Belleville",1310747,"EF",23,"OUI",-3,,,,"POINT (1654236.5159645036 8186032.622116475)"
"Belleville",1310731,"EF",19,"OUI",-3,,,,"POINT (1654299.2039825772 8185965.89724541)"
"Belleville",1310725,"EF",20,"OUI",-3,,,,"POINT (1654307.9184750102 8185954.459157638)"
"Belleville",1310729,"EF",18,"OUI",0,,,,"POINT (1654275.0069327608 8185962.97755972)"
"Belleville",1310722,"EM",,"OUI",0,,,,"POINT (1654278.4551394307 8186014.711165524)"
"Belleville",1310721,"EM",,"NON",0,,,,"POINT (1654283.8360781232 8186007.255808676)"
"Belleville",1310720,"EM",,"OUI",0,,,,"POINT (1654281.0928000107 8186011.056350923)"
"Belleville",1310734,"EF",19,"OUI",0,,,,"POINT (1654282.6029329842 8185935.130880575)"
"Belleville",1310741,"EF",17,"OUI",0,,,,"POINT (1654321.5104396504 8185951.600734643)"
"Belleville",1310740,"EF",18,"OUI",0,,,,"POINT (1654290.751625073 8185975.5843860395)"
"Belleville",1310738,"EF",21,"OUI",0,,,,"POINT (1654299.824741402 8185984.9409043025)"
"Belleville",1310748,"EM",0,"NON",0,-1,"M","Non","POINT (1654261.2280000078 8185878.201900929)"
"Belleville",1310719,"EM",,"NON",0,,,,"POINT (1654261.857402397 8185876.74106307)"
"Belleville",1310739,"EF",0,"NON",0,,,,"POINT (1654233.232557532 8185907.78740735)"
"Belleville",1310723,"EF",24,"OUI",0,,,,"POINT (1654195.757346615 8185909.652292243)"
"Porte d'Orléans",1767973,"EF",6,"NON",-1,,,,"POINT (1650467.2812343074 8180518.437680886)"
"Porte d'Orléans",1767972,"EF",0,"OUI",-1,,,,"POINT (1650461.76618058 8180520.998560756)"
"Porte d'Orléans",1767970,"EF",9,"NON",-2,,,,"POINT (1650466.8211740484 8180575.311551016)"
"Porte d'Orléans",1767978,"EF",8,"NON",-2,,,,"POINT (1650469.896368105 8180581.55026803)"
"Porte d'Orléans",1767997,"EF",13,"NON",-2,,,,"POINT (1650426.5035455972 8180457.697000265)"
"Porte d'Orléans",1767967,"EF",8,"OUI",-2,,,,"POINT (1650486.9091949556 8180532.213257267)"
"Porte d'Orléans",1767998,"EF",9,"NON",-2,,,,"POINT (1650483.491945044 8180509.977715513)"
"Porte d'Orléans",1767993,"EF",6,"OUI",-2,,,,"POINT (1650502.056741715 8180503.313203775)"
"Porte d'Orléans",1767980,"EF",14,"NON",-2,,,,"POINT (1650455.6777891174 8180514.527632893)"
"Porte d'Orléans",1767964,"EF",,"NON",-2,,,,"POINT (1650452.031079985 8180511.957106153)"
"Porte d'Orléans",1767974,"EF",15,"NON",-2,,,,"POINT (1650461.830571287 8180513.463300481)"
"Porte d'Orléans",1767981,"EF",12,"NON",-2,,,,"POINT (1650418.565808696 8180372.994830889)"
"Porte d'Orléans",1767971,"EF",0,"OUI",-2,,,,"POINT (1650482.2493054273 8180525.959670991)"
"Porte d'Orléans",1767988,"EF",0,"OUI",-2,,,,"POINT (1650453.1882716843 8180523.802011916)"
"Porte d'Orléans",1767985,"EF",9,"NON",-2,,,,"POINT (1650466.433001975 8180557.2690222785)"
"Porte d'Orléans",1767987,"EF",21,"NON",-2,,,,"POINT (1650445.4255467139 8180544.568802448)"
"Porte d'Orléans",1767977,"EF",10,"OUI",-2,,,,"POINT (1650462.2443919391 8180566.086414874)"
"Porte d'Orléans",1767983,"EF",8,"NON",-1,,,,"POINT (1650511.9329645934 8180518.112115378)"
"Porte d'Orléans",1767966,"EF",8,"NON",-2,,,,"POINT (1650503.8789221079 8180667.724204248)"
"Porte d'Orléans",1767965,"EF",5,"NON",-2,,,,"POINT (1650504.4885316798 8180667.864701335)"
"Porte d'Orléans",1767986,"EF",20,"OUI",0,,,,"POINT (1650413.9779957393 8180368.171907103)"
"Porte d'Orléans",1767992,"EF",19,"OUI",0,,,,"POINT (1650508.171653316 8180506.97290088)"
"Porte d'Orléans",1767975,"EF",20,"OUI",0,,,,"POINT (1650440.618180175 8180533.903538475)"
"Porte d'Orléans",1767984,"EF",19,"OUI",0,,,,"POINT (1650460.4194363086 8180581.45712551)"
"Porte d'Orléans",1767982,"EF",23,"OUI",0,,,,"POINT (1650421.0828524681 8180439.26016202)"
"Porte d'Orléans",1767979,"EF",23,"OUI",0,,,,"POINT (1650404.7358456748 8180435.6974080205)"
"Porte d'Orléans",1767968,"EF",20,"OUI",0,,,,"POINT (1650393.3998095454 8180445.29723373)"
"Porte d'Orléans",1767994,"EF",25,"OUI",0,,,,"POINT (1650510.017207058 8180649.896814369)"
"Porte d'Orléans",1767990,"EF",23,"NON",0,,,,"POINT (1650490.0377288524 8180678.2665216895)"
"Nogent-sur-Marne",1686382,"EM",0,"OUI",0,-1,"R","Non","POINT (1661235.823800004 8181804.75380094)"
"Nogent-sur-Marne",1686381,"EF",0,"NON",0,,,,"POINT (1661212.3095328652 8181763.507527735)"
"Nogent-sur-Marne",1686380,"EF",0,"OUI",0,,,,"POINT (1661209.892703638 8181731.565922779)"
"Nogent-sur-Marne",1686378,"EF",0,"OUI",0,,,,"POINT (1661206.2525146133 8181699.871800224)"
"Nogent-sur-Marne",1686376,"EF",0,"NON",0,,,,"POINT (1661223.1815504502 8181659.359230554)"
"Nogent-sur-Marne",1686345,"EF",,"OUI",0,,,,"POINT (1661248.15155117 8181724.791366347)"
"Nogent-sur-Marne",1686344,"EF",20,"OUI",0,,,,"POINT (1661244.055922808 8181729.984363983)"
"Nogent-sur-Marne",1686343,"EF",9,"OUI",0,,,,"POINT (1661247.885251345 8181725.32171149)"
"Nogent-sur-Marne",1686342,"EF",,"OUI",0,,,,"POINT (1661242.197737764 8181732.779863056)"
"Nogent-sur-Marne",1686341,"EM",,"OUI",0,,,,"POINT (1661234.8768500062 8181738.065000938)"
"Nogent-sur-Marne",1686340,"EM",,"OUI",0,,,,"POINT (1661206.5634117068 8181702.25797388)"
"Nogent-sur-Marne",1686339,"EM",,"OUI",0,,,,"POINT (1661209.6805000075 8181729.32565094)"
"Nogent-sur-Marne",1686338,"EM",,"OUI",0,,,,"POINT (1661223.049228178 8181654.016563877)"
"Nogent-sur-Marne",1686337,"EM",,"OUI",0,,,,"POINT (1661223.4883500086 8181656.528450938)"
"Nogent-sur-Marne",1686336,"EM",,"OUI",0,,,,"POINT (1661227.8268771924 8181701.045014913)"
"Nogent-sur-Marne",1686335,"EM",,"OUI",0,,,,"POINT (1661228.252650007 8181704.373550941)"
"Nogent-sur-Marne",1686334,"EM",,"OUI",0,,,,"POINT (1661258.3637000083 8181733.467450938)"
"Nogent-sur-Marne",1686349,"EM",,"NON",0,,,,"POINT (1661212.6118500074 8181769.42365094)"
"Nogent-sur-Marne",1686348,"EM",,"NON",0,,,,"POINT (1661227.1937500052 8181654.061150939)"
"Nogent-sur-Marne",1686347,"EM",,"NON",0,,,,"POINT (1661227.3046716186 8181657.9519972075)"
"Nogent-sur-Marne",1686355,"EF",,"NON",0,,,,"POINT (1661223.8286695892 8181763.37637951)"
"Nogent-sur-Marne",1686354,"EF",,"NON",0,,,,"POINT (1661217.3889861084 8181759.746676524)"
"Nogent-sur-Marne",1686353,"EM",,"NON",0,,,,"POINT (1661231.7067168334 8181754.063817654)"
"Nogent-sur-Marne",1686368,"EF",0,"NON",0,,,,"POINT (1661234.4148299913 8181723.34171569)"
"Nogent-sur-Marne",1686367,"EF",0,"NON",0,,,,"POINT (1661212.7062479996 8181771.652179564)"
"Nogent-sur-Marne",1686352,"EM",,"NON",0,,,,"POINT (1661234.636650008 8181749.108850937)"
"Nogent-sur-Marne",1686351,"EM",,"NON",0,,,,"POINT (1661233.0910500044 8181753.894750939)"
"Nogent-sur-Marne",1686350,"EM",,"NON",0,,,,"POINT (1661212.474418936 8181766.506536767)"
"Nogent-sur-Marne",1686374,"EF",0,"NON",0,,,,"POINT (1661252.5124001107 8181750.398403835)"
"Nogent-sur-Marne",1686365,"EF",8,"OUI",0,,,,"POINT (1661221.3366296797 8181647.724285212)"
"Nogent-sur-Marne",1686362,"EF",,"NON",0,,,,"POINT (1661217.594988363 8181761.765820326)"
"Nogent-sur-Marne",1686361,"EF",,"NON",0,,,,"POINT (1661278.4570080838 8181687.720121887)"
"Nogent-sur-Marne",1686360,"EF",,"NON",0,,,,"POINT (1661232.1369540459 8181755.800299739)"
"Nogent-sur-Marne",1686372,"EF",0,"OUI",0,,,,"POINT (1661222.5636249573 8181651.208341384)"
"Nogent-sur-Marne",1686359,"EF",,"NON",0,,,,"POINT (1661240.1218011067 8181767.58485895)"
"Nogent-sur-Marne",1686358,"EF",,"NON",0,,,,"POINT (1661267.7232148033 8181726.064451936)"
"Nogent-sur-Marne",1686357,"EF",,"NON",0,,,,"POINT (1661286.4802121194 8181689.625062448)"
"Nogent-sur-Marne",1686356,"EF",,"NON",0,,,,"POINT (1661234.8328893348 8181733.274009475)"
"Nogent-sur-Marne",1686379,"EF",17,"OUI",-2,,,,"POINT (1661207.334587923 8181708.194507228)"
"Nogent-sur-Marne",1686375,"EF",21,"OUI",-2,,,,"POINT (1661214.8898706697 8181710.093924371)"
"Nogent-sur-Marne",1686370,"EF",0,"OUI",-2,,,,"POINT (1661227.33564604 8181696.961390768)"
"Nogent-sur-Marne",1686371,"EF",17,"OUI",-2,,,,"POINT (1661228.4708783387 8181706.15113003)"
"Nogent-sur-Marne",1686363,"EM",0,"NON",-2,-1,"R","Non","POINT (1661235.823800004 8181804.75380094)"
"Nogent-sur-Marne",1686364,"EF",17,"OUI",-2,,,,"POINT (1661209.0992524633 8181723.397758993)"
"Nogent-sur-Marne",1686377,"EF",10,"OUI",-2,,,,"POINT (1661238.3011149254 8181783.085319737)"
"Nogent-sur-Marne",1686346,"EF",9,"NON",-2,,,,"POINT (1661239.3627656356 8181782.754872265)"
"Nogent-sur-Marne",1686369,"EF",10,"NON",-2,,,,"POINT (1661240.2490644183 8181783.224571584)"
"Porte de Vincennes",1759564,"EF",19,"OUI",0,,,,"POINT (1656507.2459528786 8183179.074332105)"
"Nogent-sur-Marne",1686366,"EM",0,"OUI",0,0,"R","Non","POINT (1661230.0263000047 8181720.49870094)"
"Nogent-sur-Marne",1686373,"EF",24,"OUI",0,,,,"POINT (1661239.7694850827 8181789.618838826)"
"Saint-Sulpice",1839213,"EF",20,"OUI",-2,,,,"POINT (1650925.7816479579 8183705.509541869)"
"Saint-Sulpice",1839205,"EF",,"OUI",-2,,,,"POINT (1650923.192372273 8183707.044155768)"
"Saint-Sulpice",1839212,"EF",0,"NON",-2,,,,"POINT (1650906.7254590965 8183710.043988366)"
"Saint-Sulpice",1839208,"EF",20,"NON",-2,,,,"POINT (1650905.1690727558 8183707.459828571)"
"Saint-Sulpice",1839207,"EF",24,"OUI",0,,,,"POINT (1650930.1573801548 8183721.561383231)"
"Saint-Sulpice",1839206,"EF",26,"OUI",0,,,,"POINT (1650916.440946565 8183698.919509407)"
"Saint-Sulpice",1839211,"EM",,"OUI",0,,,,"POINT (1650841.9193500062 8183605.668700934)"
"Saint-Sulpice",1839210,"EM",,"OUI",0,,,,"POINT (1650846.5762433372 8183613.455980651)"
"Saint-Sulpice",1839209,"EM",,"NON",0,,,,"POINT (1650851.1379500076 8183621.098900937)"
"Avenue Émile Zola",1288877,"EF",18,"OUI",-1,,,,"POINT (1648268.0866687703 8183220.915748268)"
"Avenue Émile Zola",1288876,"EF",18,"OUI",-2,,,,"POINT (1648267.3851213986 8183232.499591518)"
"Porte de Vincennes",1759552,"EF",19,"OUI",-2,,,,"POINT (1656514.9521369063 8183216.970610031)"
"Porte de Vincennes",1759548,"EF",17,"OUI",-1,,,,"POINT (1656509.0499510835 8183189.585031736)"
"Porte de Vincennes",1759563,"EF",7,"OUI",-1,,,,"POINT (1656615.2676591445 8183154.756441456)"
"Porte de Vincennes",1759561,"EF",13,"OUI",-1,,,,"POINT (1656610.0466324706 8183151.836469447)"
"Porte de Vincennes",1759557,"EF",18,"OUI",-1,,,,"POINT (1656598.442976837 8183209.972798194)"
"Porte de Vincennes",1759555,"EF",0,"NON",-3,,,,"POINT (1656610.2411936892 8183156.763308979)"
"Porte de Vincennes",1759553,"EF",5,"NON",-3,,,,"POINT (1656610.331444545 8183156.354419377)"
"Porte de Vincennes",1759551,"EF",5,"OUI",-3,,,,"POINT (1656510.7274700876 8183190.82113702)"
"Porte de Vincennes",1759550,"EF",5,"OUI",-3,,,,"POINT (1656508.335959046 8183187.879257942)"
"Porte de Vincennes",1759547,"EF",4,"NON",-3,,,,"POINT (1656514.4954479432 8183200.243120518)"
"Porte de Vincennes",1759560,"EF",17,"OUI",0,,,,"POINT (1656493.2422603425 8183221.717700698)"
